# timestamp,step,shoulder_pan,shoulder_lift,elbow_flex,wrist_flex,wrist_roll,gripper
8.3255,249,47.5766,-5.5372,-53.9087,-90.3518,-4.1580,1.5430
8.3592,250,46.3358,-5.9504,-53.9087,-90.3518,-4.1580,1.5430
8.3923,251,45.0174,-6.1157,-53.9087,-90.3518,-4.1580,1.5430
8.4257,252,43.6216,-6.5289,-53.9087,-90.3518,-4.1580,1.5430
8.4596,253,42.2257,-6.7769,-53.8183,-90.3457,-4.1580,1.5430
8.4929,254,40.8298,-7.0248,-53.8183,-90.3457,-4.1580,1.5430
8.5263,255,39.3563,-7.1901,-53.8183,-90.3457,-4.1580,1.5430
8.5597,256,37.7278,-7.3554,-53.8183,-90.3397,-4.1580,1.5430
8.5932,257,36.0993,-7.5207,-53.8183,-90.3034,-4.1580,1.5430
8.6263,258,34.1605,-7.5207,-53.8183,-90.2671,-4.1580,1.5430
8.6600,259,32.1442,-7.7686,-53.9087,-90.2187,-4.1580,1.5430
8.6933,260,30.0504,-7.9339,-53.9087,-90.1703,-4.1580,1.5430
8.7268,261,27.9566,-8.0992,-53.9087,-90.1279,-4.1580,1.5430
8.7605,262,25.7076,-8.4298,-53.9087,-90.0916,-4.2100,1.5430
8.7934,263,23.4587,-8.5950,-53.8183,-90.0553,-4.2100,1.5430
8.8272,264,21.1322,-8.5950,-53.9087,-90.0312,-4.2100,1.5430
8.8605,265,18.9608,-8.6777,-53.9087,-90.0312,-4.2100,1.5430
8.8939,266,17.0221,-8.6777,-53.9087,-90.0312,-4.2100,1.5430
8.9272,267,15.0058,-8.6777,-53.9087,-90.0312,-4.2100,1.5430
8.9608,268,13.1446,-8.6777,-53.9087,-90.0312,-4.2100,1.5430
8.9945,269,11.3610,-8.6777,-53.9087,-90.0312,-4.2100,1.5430
9.0277,270,9.6549,-8.6777,-53.9087,-90.0312,-4.2100,1.5430
9.0612,271,8.0264,-8.6777,-53.9087,-90.0312,-4.2100,1.5430
9.0942,272,6.2427,-8.6777,-53.9087,-90.0312,-4.2100,1.5430
9.1279,273,4.5366,-8.5950,-53.9087,-90.0312,-4.2100,1.5430
9.1611,274,2.8306,-8.5124,-53.8183,-90.0312,-4.2100,1.5430
9.1948,275,1.2020,-8.4298,-53.8183,-90.0312,-4.2100,1.5430
9.2282,276,-0.4265,-8.2645,-53.8183,-90.0312,-4.2100,1.5430
9.2619,277,-2.1326,-8.2645,-53.8183,-90.0312,-4.2100,1.5430
9.2952,278,-3.8387,-8.2645,-53.8183,-90.0312,-4.2100,1.5430
9.3283,279,-5.4672,-8.1818,-53.7280,-90.0312,-4.2100,1.5430
9.3620,280,-7.1733,-8.1818,-53.7280,-90.0372,-4.2100,1.5430
9.3955,281,-9.1121,-8.1818,-53.7280,-90.0372,-4.2100,1.5430
9.4290,282,-11.0508,-8.1818,-53.7280,-90.0372,-4.2100,1.5430
9.4623,283,-13.1446,-8.1818,-53.5472,-90.0372,-4.2100,1.5430
9.4959,284,-15.1609,-8.0992,-53.5472,-90.0372,-4.2100,1.5430
9.5293,285,-17.3323,-8.0992,-53.5472,-90.0372,-4.1580,1.5430
9.5628,286,-19.3486,-8.0165,-53.4568,-90.0372,-4.0021,1.5430
9.5962,287,-21.5200,-7.9339,-53.4568,-90.0372,-3.8981,1.5430
9.6292,288,-23.5363,-7.3554,-53.6376,-90.0372,-3.8462,1.5430
9.6630,289,-25.2423,-7.1901,-53.6376,-90.0493,-3.8462,1.5430
9.6963,290,-26.8709,-6.8595,-53.5472,-90.0674,-3.8462,1.5430
9.7299,291,-28.4994,-6.1157,-53.7280,-90.0795,-3.8462,1.5430
9.7631,292,-29.9729,-5.6198,-53.9087,-90.0916,-3.7942,1.5430
9.7969,293,-31.2912,-5.1240,-53.9087,-90.0977,-3.7942,1.5430
9.8303,294,-32.6871,-4.7107,-53.9087,-90.0977,-3.7942,1.5430
9.8637,295,-33.9279,-4.2975,-53.9087,-90.0977,-3.7942,1.5430
9.8969,296,-35.0136,-3.8843,-53.9087,-90.0977,-3.7942,1.5430
9.9304,297,-36.0217,-3.5537,-53.9087,-90.1037,-3.7422,1.5430
9.9638,298,-36.9523,-3.0579,-53.9087,-90.1219,-3.7422,1.5430
9.9974,299,-37.9604,-2.5620,-53.9087,-90.1642,-3.7422,1.5430
10.0309,300,-38.7359,-2.0661,-53.9087,-90.2126,-3.7422,1.5430
10.0642,301,-39.5890,-1.4050,-53.9087,-90.2731,-3.7422,1.5430
10.0978,302,-40.3645,-0.7438,-53.9087,-90.3397,-3.7422,1.5430
10.1313,303,-41.2951,0.0000,-53.9087,-90.4001,-3.7422,1.5430
10.1640,304,-42.1481,0.5785,-53.9087,-90.4546,-3.7422,1.5430
10.1980,305,-43.0787,1.2397,-53.9087,-90.5030,-3.7422,1.5430
10.2316,306,-44.0869,1.9835,-53.9991,-90.5514,-3.6902,1.5430
10.2648,307,-45.0174,2.6446,-54.0895,-90.5937,-3.6902,1.5430
10.2982,308,-45.8705,3.3884,-54.1798,-90.6482,-3.6383,1.5430
10.3318,309,-46.7235,4.1322,-54.1798,-90.7086,-3.6383,1.5430
10.3652,310,-47.3439,4.8760,-54.1798,-90.7752,-3.5343,1.5430
10.3987,311,-47.9643,5.7025,-54.1798,-90.8236,-2.9106,1.5430
10.4320,312,-48.7398,6.4463,-54.2702,-90.8720,-2.1310,1.5430
10.4655,313,-49.2827,7.2727,-54.2702,-90.9264,-1.4033,1.5430
10.4991,314,-49.6704,8.0992,-54.2702,-90.9990,-0.8836,1.5430
10.5323,315,-49.9806,8.7603,-54.2702,-91.0837,-0.5198,1.5430
10.5659,316,-50.1357,9.5868,-54.2702,-91.1744,-0.2079,1.5430
10.5991,317,-50.3684,10.5785,-54.2702,-91.2591,0.1040,1.5430
10.6329,318,-50.4459,11.4050,-54.2702,-91.3257,0.5717,1.5430
10.6662,319,-50.8337,12.2314,-54.2702,-91.3680,1.1954,1.5430
10.6996,320,-51.1439,12.8926,-54.2702,-91.3922,1.8191,1.5430
10.7329,321,-51.3765,13.7190,-54.2702,-91.4164,2.3389,1.5430
10.7663,322,-51.6867,14.3802,-54.2702,-91.4527,2.8067,1.5430
10.7999,323,-51.7642,15.0413,-54.2702,-91.4829,3.2225,1.5430
10.8332,324,-51.7642,15.7851,-54.2702,-91.5253,3.5863,1.5430
10.8666,325,-51.7642,16.4463,-54.2702,-91.5858,4.0021,1.5430
10.8998,326,-51.7642,17.1901,-54.2702,-91.6523,4.5218,1.5430
10.9335,327,-51.7642,17.7686,-54.2702,-91.7128,5.0416,1.5430
10.9669,328,-51.7642,18.2645,-54.2702,-91.7733,5.5613,1.5430
11.0002,329,-51.9969,18.7603,-54.2702,-91.8398,6.1850,1.5430
11.0338,330,-52.4622,19.2562,-54.2702,-91.8882,6.8607,1.5430
11.0673,331,-52.5397,19.8347,-54.2702,-91.9306,7.4324,1.5430
11.1008,332,-52.8499,20.4132,-54.2702,-91.9729,8.0042,1.5430
11.1338,333,-53.2377,20.9091,-54.2702,-92.0092,8.5759,1.5430
11.1673,334,-53.3152,21.4876,-54.2702,-92.0334,9.1476,1.5430
11.2009,335,-53.6254,21.9835,-54.2702,-92.0697,9.8753,1.5430
11.2345,336,-53.9356,22.2314,-54.2702,-92.1060,10.6029,1.5430
11.2679,337,-54.0907,22.6446,-54.2702,-92.1302,11.3306,1.5430
11.3008,338,-54.7111,22.9752,-54.2702,-92.1604,12.1102,1.5430
11.3347,339,-55.0989,23.1405,-54.2702,-92.1846,13.2017,1.5430
11.3681,340,-55.5642,23.2231,-54.2702,-92.1846,14.4491,1.5430
11.4015,341,-56.1846,23.4711,-54.2702,-92.1846,15.8004,1.5430
11.4346,342,-56.4948,23.9669,-54.2702,-92.1846,17.1518,1.5430
